20020102,-0.290567929,1.83,0.011192568
20020103,0.134288292,1.53,0.07831292
20020104,-0.335270766,0.85,-0.100699309
20020107,0.312570025,0.97,0.435633194
20020108,-0.066688899,0.78,0.244907169
20020109,-0.190550974,1.62,-0.90468032
20020110,0.372103942,0.85,-0.314642354
20020111,-1.690244993,0.66,-1.633986201
20020114,-0.022880677,0.7,-0.011440993
20020115,0.857502716,0.84,1.825344031
20020116,-0.955856163,1.05,-1.756717699
20020117,-0.615948109,0.81,-0.068626332
20020118,-0.160679479,0.96,-0.389774654
20020122,-1.000410804,1.2,-0.610636151
20020123,1.095776288,0.64,1.78678445
20020124,0.613150553,0.82,0.283398705
20020125,0.033892561,0.91,0.214847145
20020128,-0.42701492,0.78,0.304517238
20020129,-2.925571427,2.31,-4.115050193
20020130,0.724640852,5.02,-2.519144621
20020131,0.780081964,1.3,0.659672557
20020201,2.328787136,2.37,2.029475329
20020204,-1.149778565,1.29,-1.754897469
20020205,-0.858581972,1.57,-1.853018969
20020206,0.857027395,1.41,1.039033149
20020207,-0.924355888,1.1,-1.648122618
20020208,-0.232259746,0.96,-0.158972825
20020211,2.293063028,1.55,1.482048507
20020212,-0.50841412,0.77,-0.641144155
20020213,0.230736638,1.15,0.048531911
20020214,-0.181983672,0.84,-0.10922994
20020215,-0.544960477,1.21,0
20020219,-0.612371785,1.21,-1.160318362
20020220,0.220642404,0.68,0.331146436
20020221,0.024357569,1.09,0.549485478
20020222,1.640963463,1.92,1.738334454
20020225,0.882323597,1.6,0.810493114
20020226,-0.272883838,1.58,-0.08313046
20020227,0.735995725,1.26,0.450451212
20020228,-0.708385489,0.98,-0.177567374
20020301,1.130487781,1.12,1.177869919
20020304,0.733969626,1.07,0.874386218
20020305,0.10437809,1.57,0.139195011
20020306,2.432256377,1.24,1.769347628
20020307,0.18113896,2.32,0.680969605
20020308,-1.391976303,1.24,-0.749322307
20020311,0.449944516,1.21,1.526747213
20020312,0.581917488,0.56,0.581917488
20020313,-0.490908048,0.64,-0.234597661
20020314,0.078251639,0.39,0.089435445
20020315,0.178332638,0.64,0.345808811
20020318,0.166177405,0.9,0.599535492
20020319,-0.099179026,0.77,0.397702689
20020320,0.022254368,0.8,-0.90819098
20020321,0.588139075,1.44,0.554755667
20020322,-0.993810871,0.54,-1.415144236
20020325,-0.709502385,1.02,-0.709502385
20020326,0.056227159,0.71,0.529787634
20020327,1.0541013,0.65,1.837979894
20020328,0.033235474,1.45,-0.35382611
20020401,0.022269235,0.96,-0.510828429
20020402,1.273761476,0.71,1.151219267
20020403,-0.465839352,0.55,-1.006589993
20020404,-2.47760421,1.25,-2.533206102
20020405,-0.799547378,1.55,-0.571756846
20020408,0.714653373,1.47,1.445918058
20020409,-1.060020184,1.44,-1.365675032
20020410,0.813245419,0.92,0.445893382
20020411,-1.078858163,1.36,-1.147327868
20020412,-1.864140814,2.05,-3.153282412
20020415,-0.093720719,1.01,1.594930141
20020416,0.660986926,1.02,1.396670748
20020417,-0.195144411,0.96,0.587728572
20020418,-0.57110378,2.31,0.309757604
20020419,1.396542844,0.62,0.764538442
20020422,-0.97449897,1.29,-1.33892256
20020423,1.681686486,1.55,0.172661913
20020424,-0.785329008,1.02,-2.291730611
20020425,0.256380516,1.8,1.100069607
20020426,-1.335853003,3.07,-1.347492414
20020429,0.759571283,1.53,1.324212237
20020430,-0.345026219,1.15,1.042279268
20020501,1.38565057,1.58,1.293442172
20020502,0.792307484,1.43,0.871884592
20020503,0.358102442,1.42,0.920217469
20020506,-2.148908794,1.4,-2.843900943
20020507,0.462844745,1.4,0.795585572
20020508,0.82425804,1.67,1.387063312
20020509,0.022660322,1.29,-0.744924438
20020510,-1.040615657,1.44,-0.363182785
20020513,3.402761823,1.24,2.603670813
20020514,-0.532388125,0.79,-0.388479316
20020515,-0.113378697,1.7,-1.98804773
20020516,0.902940672,1.18,0.959646089
20020517,0.608315495,0.99,0.044933724
20020520,0.225606413,0.95,-0.326227861
20020521,-1.019261372,1.61,-1.019261372
20020522,1.311790834,1.61,1.311790834
20020523,0.627101719,1.55,0.638335781
20020524,-0.716768664,0.99,-0.683284652
20020528,-1.184781137,1.18,-0.982670131
20020529,-0.034096721,1.26,-0.147668568
20020530,0.040161795,1.75,-0.919297307
20020531,0.743497849,1.28,0.668898815
20020603,-1.650845699,2.06,-1.423184815
20020604,0.155911682,3.4,0.167470371
20020605,0.390939902,1.89,0.558130279
20020606,-2.128351838,3.16,-1.316872444
20020607,1.466454315,2.95,1.431564508
20020610,-1.027070364,1.94,-1.187676111
20020611,-0.750797636,1.88,0.046387569
20020612,-0.126881613,2.53,0.451154678
20020613,0.184268162,1.97,0.311149776
20020614,0.069140358,2.64,-0.115127805
20020617,1.339559138,1.69,2.131256234
20020618,0.215309732,1.61,-0.384137858
20020619,-1.715307923,2.16,-1.873912238
20020620,-0.331220679,2.04,0.815580881
20020621,1.049545416,3.79,-0.286418252
20020624,-1.026234776,3.85,0.103205101
20020625,-2.762511621,1.98,-1.396525668
20020626,0.873367997,7.01,0.243775151
20020627,1.724180643,2.28,1.724180643
20020628,0.464827094,1.39,0.749322307
20020701,-0.22624444,2.11,-0.124497781
20020702,-1.180758496,2.91,-0.841583496
20020703,-1.307658,3.03,-1.090899031
20020708,0.455581654,2.71,0.113700979
20020709,-1.433099906,2.15,-1.603699891
20020710,-2.902118934,4.31,-1.982572225
20020711,-2.468966726,5.99,-2.492526627
20020712,-0.737653747,4.49,-0.508475672
20020715,-2.115960357,8.92,-2.407682941
